Campaign,Month,Day of the Week,Date,City,Channel,Device,Ad,Impressions,CTR,Clicks,Daily Average CPC,"Spend, GBP",Conversions,"Total conversion value, GBP",Likes (Reactions),Shares,Comments
Spring ,Jun,Fri,23 June 2023,Birmingham,Pinterest,Desktop,Discount,409.20,0.9%,4,0.82,2.94,5,417.60,54,8,9
Spring ,Jun,Sat,24 June 2023,Birmingham,Pinterest,Desktop,Discount,285.50,0.6%,2,0.59,0.92,2,112.80,25,9,5
Spring ,Jun,Sun,25 June 2023,Birmingham,Pinterest,Desktop,Discount,327.00,1.3%,4,0.29,1.24,6,240.00,63,8,5
Spring ,Jun,Mon,26 June 2023,Birmingham,Pinterest,Desktop,Discount,88.00,0.9%,1,1.35,1.10,5,261.60,57,2,5
Spring ,Jun,Tue,27 June 2023,Birmingham,Pinterest,Desktop,Discount,77.20,0.9%,1,1.43,0.96,3,26.40,69,2,6
Spring ,Jun,Wed,28 June 2023,Birmingham,Pinterest,Desktop,Discount,85.80,0.5%,0,0.52,0.24,7,387.60,62,11,2
Spring ,Jun,Thu,29 June 2023,Birmingham,Pinterest,Desktop,Discount,37.00,1.0%,0,0.26,0.10,1,3.60,65,4,15
Spring ,Jun,Fri,30 June 2023,Birmingham,Pinterest,Desktop,Discount,89.00,0.7%,1,0.37,0.23,4,300.00,46,6,6
Spring ,Jul,Sat,01 July 2023,Birmingham,Pinterest,Desktop,Discount,410.00,1.0%,4,0.81,3.37,2,40.80,10,8,2
Spring ,Jul,Sun,02 July 2023,Birmingham,Pinterest,Desktop,Discount,10.10,0.7%,0,0.47,0.03,6,157.20,45,2,9
Spring ,Jul,Mon,03 July 2023,Birmingham,Pinterest,Desktop,Discount,206.00,1.3%,3,0.31,0.84,7,350.40,54,3,3
Spring ,Jul,Tue,04 July 2023,Birmingham,Pinterest,Desktop,Discount,183.00,1.2%,2,0.39,0.83,7,536.40,28,6,11
Spring ,Jul,Wed,05 July 2023,Birmingham,Pinterest,Desktop,Discount,209.30,0.6%,1,0.71,0.91,1,18.00,22,10,15
Spring ,Jul,Thu,06 July 2023,Birmingham,Pinterest,Desktop,Discount,2.10,0.9%,0,0.12,0.00,2,112.80,64,2,6
Spring ,Jul,Fri,07 July 2023,Birmingham,Pinterest,Desktop,Discount,286.20,0.6%,2,0.31,0.51,7,180.00,19,4,6
Spring ,Jul,Sat,08 July 2023,Birmingham,Pinterest,Desktop,Discount,200.30,0.8%,2,0.56,0.95,5,301.20,40,4,6
Spring ,Jul,Sun,09 July 2023,Birmingham,Pinterest,Desktop,Discount,111.80,0.7%,1,0.93,0.76,2,1.20,20,12,5
Spring ,Jul,Mon,10 July 2023,Birmingham,Pinterest,Desktop,Discount,520.90,1.1%,6,0.79,4.42,4,81.60,69,3,3
Spring ,Jul,Tue,11 July 2023,Birmingham,Pinterest,Desktop,Discount,236.70,1.1%,2,1.33,3.32,6,170.40,61,8,9
Spring ,Jul,Wed,12 July 2023,Birmingham,Pinterest,Desktop,Discount,200.80,1.4%,3,1.31,3.66,3,96.00,50,1,11
Spring ,Jul,Thu,13 July 2023,Birmingham,Pinterest,Desktop,Discount,556.60,1.1%,6,0.68,4.12,2,14.40,51,0,11
Spring ,Jul,Fri,14 July 2023,Birmingham,Pinterest,Desktop,Discount,86.90,0.9%,1,1.06,0.83,6,462.00,29,8,6
Spring ,Jul,Sat,15 July 2023,Birmingham,Pinterest,Desktop,Discount,192.90,0.8%,1,0.22,0.32,2,22.80,39,1,6
Spring ,Jul,Sun,16 July 2023,Birmingham,Pinterest,Desktop,Discount,458.20,0.9%,4,1.10,4.76,4,224.40,32,2,5
Spring ,Jul,Mon,17 July 2023,Birmingham,Pinterest,Desktop,Discount,297.20,0.8%,2,1.58,3.89,3,97.20,42,10,6
Spring ,Jul,Tue,18 July 2023,Birmingham,Pinterest,Desktop,Discount,8.90,1.2%,0,0.71,0.07,5,291.60,63,4,3
Spring ,Jul,Wed,19 July 2023,Birmingham,Pinterest,Desktop,Discount,88.10,0.8%,1,0.90,0.61,6,150.00,22,8,9
Spring ,Jul,Thu,20 July 2023,Birmingham,Pinterest,Desktop,Discount,78.10,0.5%,0,0.16,0.06,7,231.60,22,8,2
Spring ,Jul,Fri,21 July 2023,Birmingham,Pinterest,Desktop,Discount,185.40,0.6%,1,0.74,0.85,1,7.20,46,9,3
Spring ,Jul,Sat,22 July 2023,Birmingham,Pinterest,Desktop,Discount,51.00,0.8%,0,0.68,0.27,5,172.80,56,2,2
Spring ,Jul,Sun,23 July 2023,Birmingham,Pinterest,Desktop,Discount,566.40,0.7%,4,0.77,3.19,5,272.40,63,0,2
Spring ,Jul,Mon,24 July 2023,Birmingham,Pinterest,Desktop,Discount,190.40,0.7%,1,1.41,1.80,2,72.00,38,2,11
Spring ,Jul,Tue,25 July 2023,Birmingham,Pinterest,Desktop,Discount,142.40,1.0%,1,1.02,1.38,3,38.40,33,5,5
Spring ,Jul,Wed,26 July 2023,Birmingham,Pinterest,Desktop,Discount,17.00,1.0%,0,1.09,0.19,6,240.00,42,11,2
Spring ,Jul,Thu,27 July 2023,Birmingham,Pinterest,Desktop,Discount,290.00,0.8%,2,0.84,1.97,6,218.40,50,4,6
Spring ,Jul,Fri,28 July 2023,Birmingham,Pinterest,Desktop,Discount,34.20,1.1%,0,0.60,0.22,6,318.00,19,0,2
Spring ,Jul,Sat,29 July 2023,Birmingham,Pinterest,Desktop,Discount,417.90,0.8%,3,0.87,3.00,5,249.60,36,1,2
Spring ,Jul,Sun,30 July 2023,Birmingham,Pinterest,Desktop,Discount,289.00,1.0%,3,1.41,4.13,2,129.60,24,1,14
Spring ,Jul,Mon,31 July 2023,Birmingham,Pinterest,Desktop,Discount,347.10,0.6%,2,0.14,0.26,2,52.80,42,8,6
Spring ,Aug,Tue,01 August 2023,Birmingham,Pinterest,Desktop,Discount,15.20,1.0%,0,1.04,0.15,3,198.00,33,5,6
Spring ,Aug,Wed,02 August 2023,Birmingham,Pinterest,Desktop,Discount,94.50,0.6%,1,1.10,0.65,5,291.60,52,1,2
Spring ,Aug,Thu,03 August 2023,Birmingham,Pinterest,Desktop,Discount,98.30,0.8%,1,1.02,0.79,2,70.80,9,8,14
Spring ,Aug,Fri,04 August 2023,Birmingham,Pinterest,Desktop,Discount,307.30,1.2%,4,1.18,4.22,2,31.20,52,8,0
Spring ,Aug,Sat,05 August 2023,Birmingham,Pinterest,Desktop,Discount,217.40,0.7%,2,0.86,1.29,5,336.00,40,7,5
Spring ,Aug,Sun,06 August 2023,Birmingham,Pinterest,Desktop,Discount,46.50,1.3%,1,0.54,0.32,2,9.60,26,1,2
Spring ,Aug,Mon,07 August 2023,Birmingham,Pinterest,Desktop,Discount,214.60,0.5%,1,0.38,0.38,6,187.20,53,1,0
Spring ,Aug,Tue,08 August 2023,Birmingham,Pinterest,Desktop,Discount,325.90,0.9%,3,0.63,1.75,5,327.60,17,1,0
Spring ,Aug,Wed,09 August 2023,Birmingham,Pinterest,Desktop,Discount,22.60,1.2%,0,1.40,0.38,6,213.60,37,0,5
Spring ,Aug,Thu,10 August 2023,Birmingham,Pinterest,Desktop,Discount,51.00,0.9%,0,1.10,0.53,2,121.20,41,8,5
Spring ,Aug,Fri,11 August 2023,Birmingham,Pinterest,Desktop,Discount,38.10,0.9%,0,1.41,0.49,7,231.60,50,7,3
Spring ,Aug,Sat,12 August 2023,Birmingham,Pinterest,Desktop,Discount,296.10,0.5%,1,1.17,1.74,5,433.20,64,5,9
Spring ,Aug,Sun,13 August 2023,Birmingham,Pinterest,Desktop,Discount,130.30,0.6%,1,0.66,0.49,5,194.40,57,8,6
Spring ,Aug,Mon,14 August 2023,Birmingham,Pinterest,Desktop,Discount,251.40,0.9%,2,0.89,1.89,1,13.20,70,5,0
Spring ,Aug,Tue,15 August 2023,Birmingham,Pinterest,Desktop,Discount,66.10,0.8%,0,1.22,0.60,2,44.40,39,4,6
Spring ,Aug,Wed,16 August 2023,Birmingham,Pinterest,Desktop,Discount,97.10,1.2%,1,0.22,0.25,1,50.40,26,1,14
Spring ,Aug,Thu,17 August 2023,Birmingham,Pinterest,Desktop,Discount,358.70,0.8%,3,1.24,3.65,6,280.80,33,5,5
Spring ,Aug,Fri,18 August 2023,Birmingham,Pinterest,Desktop,Discount,235.70,0.7%,2,1.38,2.18,3,82.80,33,0,0
Spring ,Aug,Sat,19 August 2023,Birmingham,Pinterest,Desktop,Discount,169.70,1.5%,3,0.98,2.47,7,259.20,48,3,6
Spring ,Aug,Sun,20 August 2023,Birmingham,Pinterest,Desktop,Discount,189.70,0.7%,1,0.95,1.32,5,343.20,32,3,8
Spring ,Aug,Mon,21 August 2023,Birmingham,Pinterest,Desktop,Discount,199.80,0.8%,2,0.23,0.36,6,285.60,11,2,3
Spring ,Aug,Tue,22 August 2023,Birmingham,Pinterest,Desktop,Discount,605.30,1.1%,6,0.37,2.38,7,415.20,44,0,5
Spring ,Aug,Wed,23 August 2023,Birmingham,Pinterest,Desktop,Discount,236.10,0.6%,1,1.01,1.43,3,147.60,47,4,11
Spring ,Aug,Thu,24 August 2023,Birmingham,Pinterest,Desktop,Discount,406.10,1.5%,6,0.17,1.02,7,223.20,39,2,3
Spring ,Aug,Fri,25 August 2023,Birmingham,Pinterest,Desktop,Discount,542.10,0.4%,2,0.47,1.12,5,303.60,42,2,6
Spring ,Aug,Sat,26 August 2023,Birmingham,Pinterest,Desktop,Discount,377.40,0.6%,2,0.52,1.15,4,226.80,34,6,8
Spring ,Aug,Sun,27 August 2023,Birmingham,Pinterest,Desktop,Discount,85.60,0.9%,1,0.97,0.70,6,363.60,56,2,3
Spring ,Aug,Mon,28 August 2023,Birmingham,Pinterest,Desktop,Discount,331.00,0.6%,2,0.87,1.62,4,241.20,70,0,2
Spring ,Aug,Tue,29 August 2023,Birmingham,Pinterest,Desktop,Discount,88.30,1.1%,1,1.44,1.35,4,186.00,58,1,5
Spring ,Aug,Wed,30 August 2023,Birmingham,Pinterest,Desktop,Discount,211.60,1.0%,2,0.26,0.54,4,204.00,46,8,6
Spring ,Aug,Thu,31 August 2023,Birmingham,Pinterest,Desktop,Discount,64.50,0.9%,1,1.44,0.80,5,303.60,12,10,6
Spring ,Sep,Fri,01 September 2023,Birmingham,Pinterest,Desktop,Discount,1325.00,0.8%,11,1.10,12.14,4,343.20,44,6,6
Spring ,Sep,Sat,02 September 2023,Birmingham,Pinterest,Desktop,Discount,1101.00,1.5%,16,0.48,7.87,5,282.00,37,9,3
Spring ,Sep,Sun,03 September 2023,Birmingham,Pinterest,Desktop,Discount,703.00,1.5%,10,0.14,1.41,7,177.60,36,0,2
Spring ,Sep,Mon,04 September 2023,Birmingham,Pinterest,Desktop,Discount,1103.00,0.5%,5,0.54,2.68,4,283.20,44,3,0
Spring ,Sep,Tue,05 September 2023,Birmingham,Pinterest,Desktop,Discount,1021.00,1.1%,11,0.09,1.00,3,279.60,42,4,5
Spring ,Sep,Wed,06 September 2023,Birmingham,Pinterest,Desktop,Discount,771.00,0.8%,6,0.81,5.15,7,320.40,18,3,3
Spring ,Sep,Thu,07 September 2023,Birmingham,Pinterest,Desktop,Discount,1772.00,0.9%,16,1.21,19.69,5,321.60,22,1,11
Spring ,Sep,Fri,08 September 2023,Birmingham,Pinterest,Desktop,Discount,1155.00,1.0%,12,0.91,10.49,3,97.20,30,16,6
Spring ,Sep,Sat,09 September 2023,Birmingham,Pinterest,Desktop,Discount,847.00,1.5%,12,0.79,9.75,7,588.00,74,4,11
Spring ,Sep,Sun,10 September 2023,Birmingham,Pinterest,Desktop,Discount,1320.00,0.7%,10,0.94,8.96,4,288.00,35,0,6
Spring ,Sep,Mon,11 September 2023,Birmingham,Pinterest,Desktop,Discount,1550.00,1.0%,15,0.92,13.69,6,327.60,71,11,3
Spring ,Sep,Tue,12 September 2023,Birmingham,Pinterest,Desktop,Discount,1424.00,1.3%,18,0.60,10.73,6,303.60,56,4,5
Spring ,Sep,Wed,13 September 2023,Birmingham,Pinterest,Desktop,Discount,684.00,1.3%,9,1.06,9.41,4,140.40,26,4,5
Spring ,Sep,Thu,14 September 2023,Birmingham,Pinterest,Desktop,Discount,863.00,0.6%,5,0.64,3.28,4,168.00,69,0,3
Spring ,Sep,Fri,15 September 2023,Birmingham,Pinterest,Desktop,Discount,716.00,0.7%,5,0.66,3.33,5,326.40,33,4,2
Spring ,Sep,Sat,16 September 2023,Birmingham,Pinterest,Desktop,Discount,1559.00,1.7%,26,0.30,7.69,8,609.60,33,6,3
Spring ,Sep,Sun,17 September 2023,Birmingham,Pinterest,Desktop,Discount,1197.00,1.1%,13,0.28,3.53,4,226.80,32,8,3
Spring ,Sep,Mon,18 September 2023,Birmingham,Pinterest,Desktop,Discount,877.00,0.5%,4,1.33,5.26,4,303.60,48,12,9
Spring ,Sep,Tue,19 September 2023,Birmingham,Pinterest,Desktop,Discount,927.00,1.4%,13,0.66,8.39,8,541.20,59,8,3
Spring ,Sep,Wed,20 September 2023,Birmingham,Pinterest,Desktop,Discount,1100.00,1.0%,11,0.43,4.49,6,320.40,43,1,5
Spring ,Sep,Thu,21 September 2023,Birmingham,Pinterest,Desktop,Discount,1060.00,1.2%,13,1.09,13.78,7,412.80,31,8,2
Spring ,Sep,Fri,22 September 2023,Birmingham,Pinterest,Desktop,Discount,1072.00,1.3%,14,0.10,1.40,5,196.80,18,12,5
Spring ,Sep,Sat,23 September 2023,Birmingham,Pinterest,Desktop,Discount,1029.00,1.1%,11,0.93,10.64,7,380.40,35,5,5
Spring ,Sep,Sun,24 September 2023,Birmingham,Pinterest,Desktop,Discount,1290.00,0.9%,12,0.15,1.75,7,576.00,38,7,17
Spring ,Sep,Mon,25 September 2023,Birmingham,Pinterest,Desktop,Discount,1421.00,1.4%,20,1.30,25.85,4,307.20,51,3,2
Spring ,Sep,Tue,26 September 2023,Birmingham,Pinterest,Desktop,Discount,583.00,1.0%,6,0.22,1.26,3,102.00,58,6,6
Spring ,Sep,Wed,27 September 2023,Birmingham,Pinterest,Desktop,Discount,1221.00,1.2%,14,0.37,5.26,7,561.60,45,1,5
Spring ,Sep,Thu,28 September 2023,Birmingham,Pinterest,Desktop,Discount,1032.00,1.0%,10,1.35,13.75,3,153.60,65,9,6
Spring ,Sep,Fri,29 September 2023,Birmingham,Pinterest,Desktop,Discount,800.00,0.4%,3,0.66,2.20,7,529.20,38,11,2
Spring ,Sep,Sat,30 September 2023,Birmingham,Pinterest,Desktop,Discount,715.00,1.0%,7,0.41,2.81,6,357.60,59,8,6
Spring ,Oct,Sun,01 October 2023,Birmingham,Pinterest,Desktop,Discount,1587.00,0.9%,15,0.99,14.44,6,505.20,73,4,5
Spring ,Oct,Mon,02 October 2023,Birmingham,Pinterest,Desktop,Discount,1434.00,0.8%,11,0.67,7.46,9,506.40,38,11,0
Spring ,Oct,Tue,03 October 2023,Birmingham,Pinterest,Desktop,Discount,1146.00,1.1%,12,0.60,7.33,9,385.20,61,7,3
Spring ,Oct,Wed,04 October 2023,Birmingham,Pinterest,Desktop,Discount,1148.00,1.0%,11,0.71,8.10,6,224.40,60,8,9
Spring ,Oct,Thu,05 October 2023,Birmingham,Pinterest,Desktop,Discount,1600.00,0.6%,9,0.55,5.12,7,434.40,27,6,6
Spring ,Oct,Fri,06 October 2023,Birmingham,Pinterest,Desktop,Discount,998.00,0.8%,8,0.87,6.72,8,618.00,47,1,9
Spring ,Oct,Sat,07 October 2023,Birmingham,Pinterest,Desktop,Discount,1263.00,0.4%,6,1.30,7.22,7,534.00,20,11,14
Spring ,Oct,Sun,08 October 2023,Birmingham,Pinterest,Desktop,Discount,1203.00,1.2%,14,0.09,1.32,8,471.60,58,6,14
Spring ,Oct,Mon,09 October 2023,Birmingham,Pinterest,Desktop,Discount,1311.00,1.4%,18,1.02,18.25,5,355.20,46,5,0
Spring ,Oct,Tue,10 October 2023,Birmingham,Pinterest,Desktop,Discount,1455.00,1.2%,17,0.14,2.33,5,351.60,32,1,8
Spring ,Oct,Wed,11 October 2023,Birmingham,Pinterest,Desktop,Discount,813.00,1.5%,12,0.31,3.86,8,368.40,64,11,3
Spring ,Oct,Thu,12 October 2023,Birmingham,Pinterest,Desktop,Discount,965.00,1.5%,14,0.54,7.56,7,361.20,50,3,9
Spring ,Oct,Fri,13 October 2023,Birmingham,Pinterest,Desktop,Discount,1588.00,1.1%,17,0.93,16.27,5,330.00,51,11,0
Spring ,Oct,Sat,14 October 2023,Birmingham,Pinterest,Desktop,Discount,1004.00,1.1%,11,0.48,5.19,6,331.20,57,1,0
Spring ,Oct,Sun,15 October 2023,Birmingham,Pinterest,Desktop,Discount,1662.00,1.2%,20,1.24,24.56,4,266.40,22,11,11
Spring ,Oct,Mon,16 October 2023,Birmingham,Pinterest,Desktop,Discount,1108.00,1.1%,13,0.74,9.22,9,327.60,39,5,8
Spring ,Oct,Tue,17 October 2023,Birmingham,Pinterest,Desktop,Discount,1461.00,1.0%,15,1.18,17.65,6,237.60,38,14,2
Spring ,Oct,Wed,18 October 2023,Birmingham,Pinterest,Desktop,Discount,651.00,1.4%,9,1.40,12.88,6,492.00,60,3,2
Spring ,Oct,Thu,19 October 2023,Birmingham,Pinterest,Desktop,Discount,697.00,1.5%,11,0.60,6.29,4,237.60,29,8,6
Spring ,Oct,Fri,20 October 2023,Birmingham,Pinterest,Desktop,Discount,1332.00,1.2%,15,0.53,8.17,6,514.80,54,1,2
Spring ,Oct,Sat,21 October 2023,Birmingham,Pinterest,Desktop,Discount,870.00,1.5%,13,1.14,15.06,6,458.40,30,9,2
Spring ,Oct,Sun,22 October 2023,Birmingham,Pinterest,Desktop,Discount,996.00,1.4%,14,0.35,4.88,5,220.80,35,1,8
Spring ,Oct,Mon,23 October 2023,Birmingham,Pinterest,Desktop,Discount,1164.00,1.1%,12,1.09,13.48,6,435.60,44,4,11
Spring ,Oct,Tue,24 October 2023,Birmingham,Pinterest,Desktop,Discount,812.00,1.0%,8,1.38,10.65,5,354.00,29,7,3
Spring ,Oct,Wed,25 October 2023,Birmingham,Pinterest,Desktop,Discount,1402.00,1.4%,20,0.13,2.52,6,507.60,38,4,3
Spring ,Oct,Thu,26 October 2023,Birmingham,Pinterest,Desktop,Discount,1019.00,1.0%,10,1.09,11.47,3,294.00,55,10,0
Spring ,Oct,Fri,27 October 2023,Birmingham,Pinterest,Desktop,Discount,864.00,1.5%,13,1.28,16.32,5,177.60,68,3,3
Spring ,Oct,Sat,28 October 2023,Birmingham,Pinterest,Desktop,Discount,946.00,0.8%,8,0.70,5.44,4,366.00,27,1,6
Spring ,Oct,Sun,29 October 2023,Birmingham,Pinterest,Desktop,Discount,699.00,1.4%,10,1.43,13.86,3,244.80,31,7,11
Spring ,Oct,Mon,30 October 2023,Birmingham,Pinterest,Desktop,Discount,1166.00,0.7%,8,0.10,0.87,4,124.80,42,5,8
Spring ,Oct,Tue,31 October 2023,Birmingham,Pinterest,Desktop,Discount,1661.00,1.3%,22,0.26,5.89,9,548.40,54,13,2
Spring ,Nov,Wed,01 November 2023,Birmingham,Pinterest,Desktop,Discount,1287.00,0.8%,10,1.05,10.10,3,150.00,42,19,0
Spring ,Nov,Thu,02 November 2023,Birmingham,Pinterest,Desktop,Discount,1257.00,1.3%,16,0.94,15.29,4,178.80,29,4,8
Spring ,Nov,Fri,03 November 2023,Birmingham,Pinterest,Desktop,Discount,1140.00,0.7%,8,0.13,1.02,5,273.60,26,11,2
Spring ,Nov,Sat,04 November 2023,Birmingham,Pinterest,Desktop,Discount,1744.00,1.3%,23,0.28,6.35,6,370.80,78,4,2
Spring ,Nov,Sun,05 November 2023,Birmingham,Pinterest,Desktop,Discount,1659.00,1.2%,21,1.30,26.73,7,622.80,58,1,5
Spring ,Nov,Mon,06 November 2023,Birmingham,Pinterest,Desktop,Discount,931.00,1.3%,12,0.07,0.85,6,206.40,72,10,8
Spring ,Nov,Tue,07 November 2023,Birmingham,Pinterest,Desktop,Discount,928.00,1.1%,10,0.48,4.89,5,226.80,30,1,6
Spring ,Nov,Wed,08 November 2023,Birmingham,Pinterest,Desktop,Discount,1525.00,1.8%,28,0.83,22.85,8,565.20,55,7,2
Spring ,Nov,Thu,09 November 2023,Birmingham,Pinterest,Desktop,Discount,850.00,1.0%,9,0.06,0.49,8,372.00,34,12,2
Spring ,Nov,Fri,10 November 2023,Birmingham,Pinterest,Desktop,Discount,1343.00,0.6%,8,1.31,10.92,5,470.40,24,0,15
Spring ,Nov,Sat,11 November 2023,Birmingham,Pinterest,Desktop,Discount,1150.00,1.4%,16,0.51,8.15,7,406.80,35,9,12
Spring ,Nov,Sun,12 November 2023,Birmingham,Pinterest,Desktop,Discount,1026.00,0.9%,9,0.15,1.35,4,316.80,48,11,0
Spring ,Nov,Mon,13 November 2023,Birmingham,Pinterest,Desktop,Discount,1011.00,1.1%,11,0.14,1.55,6,486.00,62,2,0
Spring ,Nov,Tue,14 November 2023,Birmingham,Pinterest,Desktop,Discount,1536.00,1.1%,17,0.05,0.77,8,606.00,61,2,6
Spring ,Nov,Wed,15 November 2023,Birmingham,Pinterest,Desktop,Discount,1295.00,0.9%,12,1.06,12.88,4,262.80,65,5,0
Spring ,Nov,Thu,16 November 2023,Birmingham,Pinterest,Desktop,Discount,1400.00,1.1%,16,0.55,8.58,7,470.40,63,9,2
Spring ,Nov,Fri,17 November 2023,Birmingham,Pinterest,Desktop,Discount,1676.00,0.9%,15,0.63,9.33,8,350.40,49,5,5
Spring ,Nov,Sat,18 November 2023,Birmingham,Pinterest,Desktop,Discount,718.00,0.9%,7,0.22,1.46,7,438.00,36,5,5
Spring ,Nov,Sun,19 November 2023,Birmingham,Pinterest,Desktop,Discount,1121.00,1.5%,17,0.38,6.38,6,308.40,31,5,12
Spring ,Nov,Mon,20 November 2023,Birmingham,Pinterest,Desktop,Discount,1584.00,0.7%,11,0.84,9.57,9,657.60,55,3,6
Spring ,Nov,Tue,21 November 2023,Birmingham,Pinterest,Desktop,Discount,939.00,1.0%,10,0.15,1.46,5,207.60,47,5,8
Spring ,Nov,Wed,22 November 2023,Birmingham,Pinterest,Desktop,Discount,1253.00,1.0%,12,0.35,4.19,3,159.60,57,5,2
Spring ,Nov,Thu,23 November 2023,Birmingham,Pinterest,Desktop,Discount,1635.00,1.5%,25,1.43,34.97,4,93.60,41,9,8
Spring ,Nov,Fri,24 November 2023,Birmingham,Pinterest,Desktop,Discount,1384.00,1.2%,16,1.28,20.67,9,523.20,44,14,6
Spring ,Nov,Sat,25 November 2023,Birmingham,Pinterest,Desktop,Discount,722.00,1.4%,10,0.55,5.50,4,262.80,15,0,9
Spring ,Nov,Sun,26 November 2023,Birmingham,Pinterest,Desktop,Discount,933.00,1.0%,9,0.31,2.84,8,304.80,18,5,6
Spring ,Nov,Mon,27 November 2023,Birmingham,Pinterest,Desktop,Discount,1040.00,1.0%,11,0.71,7.49,6,384.00,26,11,2
Spring ,Nov,Tue,28 November 2023,Birmingham,Pinterest,Desktop,Discount,1232.00,1.3%,16,1.33,21.20,9,410.40,24,5,5
Spring ,Nov,Wed,29 November 2023,Birmingham,Pinterest,Desktop,Discount,846.00,1.4%,12,0.33,3.89,6,255.60,65,1,2
Spring ,Nov,Thu,30 November 2023,Birmingham,Pinterest,Desktop,Discount,780.00,1.0%,7,0.66,4.86,6,225.60,54,0,8
Spring ,Mar,Wed,01 March 2023,London,Pinterest,Desktop,Discount,1024.20,1.4%,14,0.68,9.45,5,240.00,64,8,2
Spring ,Mar,Thu,02 March 2023,London,Pinterest,Desktop,Discount,1234.60,1.1%,13,0.08,1.06,5,273.60,42,15,5
Spring ,Mar,Fri,03 March 2023,London,Pinterest,Desktop,Discount,937.00,1.1%,10,0.40,4.22,4,81.60,21,9,2
Spring ,Mar,Sat,04 March 2023,London,Pinterest,Desktop,Discount,1074.80,1.5%,16,0.63,10.33,3,58.80,66,5,6
Spring ,Mar,Sun,05 March 2023,London,Pinterest,Desktop,Discount,1343.60,0.9%,11,0.68,7.75,2,75.60,56,13,6
Spring ,Mar,Mon,06 March 2023,London,Pinterest,Desktop,Discount,894.20,1.5%,13,0.05,0.60,2,55.20,47,11,5
Spring ,Mar,Tue,07 March 2023,London,Pinterest,Desktop,Discount,1154.80,1.1%,12,1.28,15.48,5,259.20,25,5,3
Spring ,Mar,Wed,08 March 2023,London,Pinterest,Desktop,Discount,941.20,0.7%,7,0.61,4.02,4,187.20,44,7,5
Spring ,Mar,Thu,09 March 2023,London,Pinterest,Desktop,Discount,694.80,0.7%,5,0.82,3.86,3,79.20,43,1,3
Spring ,Mar,Fri,10 March 2023,London,Pinterest,Desktop,Discount,1051.40,0.9%,9,1.12,10.09,4,248.40,26,6,9
Spring ,Mar,Sat,11 March 2023,London,Pinterest,Desktop,Discount,1082.00,1.7%,18,0.89,15.81,3,60.00,35,17,11
Spring ,Mar,Sun,12 March 2023,London,Pinterest,Desktop,Discount,1285.20,1.5%,19,0.84,15.97,6,244.80,39,8,3
Spring ,Mar,Mon,13 March 2023,London,Pinterest,Desktop,Discount,1310.00,1.0%,13,0.76,9.74,5,244.80,59,2,8
Spring ,Mar,Tue,14 March 2023,London,Pinterest,Desktop,Discount,1049.00,0.9%,10,0.40,3.88,4,115.20,36,17,5
Spring ,Mar,Wed,15 March 2023,London,Pinterest,Desktop,Discount,1191.00,1.2%,14,0.31,4.40,6,252.00,29,15,11
Spring ,Mar,Thu,16 March 2023,London,Pinterest,Desktop,Discount,1110.20,1.3%,14,1.22,17.19,6,372.00,32,6,14
Spring ,Mar,Fri,17 March 2023,London,Pinterest,Desktop,Discount,1489.20,1.7%,25,0.62,15.44,2,57.60,51,9,5
Spring ,Mar,Sat,18 March 2023,London,Pinterest,Desktop,Discount,990.40,1.1%,11,1.06,11.42,6,186.00,61,15,3
Spring ,Mar,Sun,19 March 2023,London,Pinterest,Desktop,Discount,1107.80,1.5%,17,0.81,13.38,2,40.80,39,9,0
Spring ,Mar,Mon,20 March 2023,London,Pinterest,Desktop,Discount,1038.40,1.4%,15,1.04,15.26,2,57.60,46,7,9
Spring ,Mar,Tue,21 March 2023,London,Pinterest,Desktop,Discount,1603.40,1.5%,24,0.66,15.56,4,88.80,39,12,2
Spring ,Mar,Wed,22 March 2023,London,Pinterest,Desktop,Discount,740.60,1.6%,12,0.66,7.82,5,216.00,33,16,12
Spring ,Mar,Thu,23 March 2023,London,Pinterest,Desktop,Discount,1032.00,1.3%,13,0.47,6.08,2,56.40,64,14,6
Spring ,Mar,Fri,24 March 2023,London,Pinterest,Desktop,Discount,897.80,1.1%,10,0.45,4.43,3,62.40,60,10,8
Spring ,Mar,Sat,25 March 2023,London,Pinterest,Desktop,Discount,755.40,1.0%,7,1.04,7.66,2,57.60,65,18,3
Spring ,Mar,Sun,26 March 2023,London,Pinterest,Desktop,Discount,1405.60,0.9%,13,1.05,13.24,2,51.60,44,15,6
Spring ,Mar,Mon,27 March 2023,London,Pinterest,Desktop,Discount,1585.40,1.3%,20,0.49,10.11,5,180.00,70,8,8
Spring ,Mar,Tue,28 March 2023,London,Pinterest,Desktop,Discount,642.60,1.5%,9,0.94,8.91,6,198.00,51,14,9
Spring ,Mar,Wed,29 March 2023,London,Pinterest,Desktop,Discount,1530.60,1.5%,22,1.17,26.03,6,278.40,56,11,2
Spring ,Mar,Thu,30 March 2023,London,Pinterest,Desktop,Discount,1012.40,1.2%,12,0.09,1.14,4,147.60,31,11,2
Spring ,Mar,Fri,31 March 2023,London,Pinterest,Desktop,Discount,1018.00,1.0%,10,0.56,5.62,3,69.60,69,4,5
Spring ,Apr,Sat,01 April 2023,London,Pinterest,Desktop,Discount,1406.40,1.2%,17,1.24,21.66,2,62.40,73,6,12
